Company,Budget,Director,Profit,Star,Month,Writer,Gross
Revolution Studios,16000000,Perry Andelin Blake,24363530,Dana Carvey,8,Dana Carvey,40363530
Miramax,15000000,Oliver Parker,-6621859,Rupert Everett,6,Oscar Wilde,8378141
Cheyenne Enterprises,70000000,Gregory Hoblit,-50923185,Bruce Willis,2,John Katzenbach,19076815
Silver Sphere Corporation,1000000,Don Coscarelli,1003420,Bruce Campbell,10,Joe R. Lansdale,2003420
Pioneer LDC,3500000,Takashi Shimizu,-3174339,Megumi Okina,1,Takashi Shimizu,325661
Universal Pictures,25000000,Malcolm D. Lee,13230435,Eddie Griffin,5,John Ridley,38230435
BBC Films,10000000,Stephen Frears,-1888640,Chiwetel Ejiofor,9,Steven Knight,8111360
All Girl Productions,27000000,Callie Khouri,42599016,Sandra Bullock,6,Rebecca Wells,69599016
Castle Rock Entertainment,100000000,Ron Underwood,-95579920,Eddie Murphy,8,Neil Cuthbert,4420080
Fox Searchlight Pictures,12500000,Denzel Washington,8578145,Denzel Washington,1,Antwone Fisher,21078145
Columbia Pictures Corporation,120000000,Rob Minkoff,-55043194,Michael J. Fox,7,E.B. White,64956806
Paramount Pictures,7500000,Joe Carnahan,2960089,Ray Liotta,1,Joe Carnahan,10460089
Atlas Entertainment,70000000,John McTiernan,-51009202,Chris Klein,2,William Harrison,18990798
Universal Pictures,60000000,Tom Shadyac,-29936195,Kevin Costner,2,Brandon Camp,30063805
Warner Bros.,55000000,Danny DeVito,-46644185,Robin Williams,3,Adam Resnick,8355815
FTM Productions,29000000,Reginald Hudlin,-12069815,Matthew Perry,8,Jay Scherick,16930185
Morra Brezner Steinberg and Tenenbaum Entertainment (MBST),12000000,Wallace Wolodarsky,-1801234,Barry Watson,3,Joe Jarvis,10198766
Castelao Producciones,10600000,Jaume Balagueró,11563442,Anna Paquin,12,Jaume Balagueró,22163442
Miramax,30000000,Phillip Noyce,-17012353,Michael Caine,3,Graham Greene,12987647
Dimension Films,17000000,Robert Harmon,-4159158,Laura Regan,11,Brendan Hood,12840842
Rumbalara Films,6000000,Phillip Noyce,165429,Everlyn Sampi,1,Doris Pilkington,6165429
Gold Circle Films,4000000,Mars Callahan,-3437941,Mars Callahan,2,Mars Callahan,562059
First Look International,1200000,Matthew Bright,-1193927,Michael Reilly Burke,11,Stephen Johnston,6073
Disney Television Animation,20000000,Robin Budd,28430258,Blayne Weaver,2,Temple Mathews,48430258
Paramount Pictures,25000000,Stephen Gaghan,-14272317,Katie Holmes,10,Stephen Gaghan,10727683
HBO Films,3000000,Patricia Cardoso,2844929,America Ferrera,11,Josefina Lopez,5844929
MDP Worldwide,42000000,William Malone,-28791977,Stephen Dorff,8,Moshe Diamant,13208023
Walt Disney Pictures,35000000,Peter Hastings,-18011004,Haley Joel Osment,7,Mark Perez,16988996
First Look International,10000000,Bruce Beresford,-8516025,Pierce Brosnan,12,Paul Pender,1483975
Alliance Atlantis Communications,11000000,Dewey Nicks,-6185756,Devon Sawa,2,David H. Steinberg,4814244
Franchise Pictures,70000000,Wych Kaosayananda,-55705158,Antonio Banderas,9,Alan B. McElroy,14294842
Warner Bros.,60000000,Harold Ramis,-27877751,Robert De Niro,12,Kenneth Lonergan,32122249
Epsilon Motion Pictures,3500000,Gus Van Sant,-3263734,Casey Affleck,9,Casey Affleck,236266
Focus Puller Inc.,7000000,Paul Schrader,-4937934,Greg Kinnear,11,Robert Graysmith,2062066
Beacon Communications,12500000,Michael Hoffman,1560950,Kevin Kline,11,Ethan Canin,14060950
Focus Features,25000000,Neil LaBute,-14896353,Gwyneth Paltrow,8,A.S. Byatt,10103647
CineWild,10000000,Scott Kalvert,-3955382,Stephen Dorff,5,Paul Kimatian,6044618
United Artists,9000000,Burr Steers,-4318497,Kieran Culkin,10,Burr Steers,4681503
Miramax,11000000,Tom Tykwer,-10225683,Cate Blanchett,8,Krzysztof Kieslowski,774317
Franchise Pictures,60000000,Michael Caton-Jones,-37566085,Robert De Niro,9,Mike McAlary,22433915
Universal Pictures,55000000,Jim Gillespie,-54920839,Sylvester Stallone,1,Howard Swindle,79161
Universal Pictures,60000000,Jonathan Demme,-54649629,Mark Wahlberg,10,Peter Stone,5350371
Les Films Alain Sarde,9000000,Mike Leigh,-8878244,Timothy Spall,5,Mike Leigh,121756
Miramax,2000000,Steven Soderbergh,506446,Julia Roberts,8,Coleman Hough,2506446
Screen Gems,13000000,Don Michael Paul,2361537,Morris Chestnut,11,Don Michael Paul,15361537
Fox Searchlight Pictures,8000000,Rick Famuyiwa,19362712,Taye Diggs,10,Michael Elliot,27362712
New Line Cinema,14000000,Kevin Bray,11482931,Ice Cube,3,Ronald Lang,25482931
Fox Searchlight Pictures,10000000,Bob Dolman,20307416,Susan Sarandon,9,Bob Dolman,30307416
Alameda Films,1800000,Carlos Carrera,3909616,Gael García Bernal,12,Vicente Leñero,5709616
Universal Pictures,11000000,Daisy von Scherler Mayer,-7965819,Jimi Mistry,2,Tracey Jackson,3034181
Solaris,500000,Alex Smith,-486866,Ryan Gosling,1,Alex Smith,13134
United Artists,17500000,Matt Dillon,-17456939,Matt Dillon,3,Matt Dillon,43061
Sogepaq,4000000,Fernando León de Aranoa,-3853598,Javier Bardem,5,Fernando León de Aranoa,146402
Cartoon Network Studios,11000000,Craig McCracken,411644,Cathy Cavadini,7,Charlie Bean,11411644
Paramount Pictures,25000000,Cathy Malkasian,15108697,Tim Curry,12,Arlene Klasky,40108697
Gaylord Films,12000000,Anthony Russo,-11666024,George Clooney,10,Anthony Russo,333976
Morgan Creek Productions,15600000,Jesse Vaughan,-2028183,Miguel A. Núñez Jr.,6,Bradley Allenstein,13571817
Arenas Entertainment,3500000,Franc. Reyes,14004595,John Leguizamo,12,Franc. Reyes,17504595
Cherry Sky Films,250000,Justin Lin,3552390,Parry Shen,4,Ernesto Foronda,3802390
Paramount Pictures,3000000,Tuck Tucker,10684949,Spencer Klein,6,Craig Bartlett,13684949
AAMPI Inc.,11000000,Menno Meyjes,-10472981,John Cusack,6,Menno Meyjes,527019
Wiseau-Films,6000000,Tommy Wiseau,-5998200,Tommy Wiseau,3,Tommy Wiseau,1800
Walt Disney Pictures,140000000,Gore Verbinski,165413918,Johnny Depp,7,Ted Elliott,305413918
Miramax,30000000,Quentin Tarantino,40099045,Uma Thurman,10,Quentin Tarantino,70099045
New Line Cinema,94000000,Peter Jackson,283845905,Elijah Wood,12,J.R.R. Tolkien,377845905
Universal Pictures,40000000,Richard Curtis,19696144,Hugh Grant,11,Richard Curtis,59696144
Egg Films,3000000,Chan-wook Park,-2292519,Min-sik Choi,11,Garon Tsuchiya,707481
United Artists,17000000,Victor Salva,18667218,Jonathan Breck,8,Victor Salva,35667218
Warner Bros.,25000000,Clint Eastwood,65135191,Sean Penn,10,Brian Helgeland,90135191
Universal Pictures,137000000,Ang Lee,-4822766,Eric Bana,6,Stan Lee,132177234
Pixar Animation Studios,94000000,Andrew Stanton,286843261,Albert Brooks,5,Andrew Stanton,380843261
Focus Features,4000000,Sofia Coppola,40585453,Bill Murray,10,Sofia Coppola,44585453
New Line Cinema,9200000,Marcus Nispel,71371655,Jessica Biel,10,Kim Henkel,80571655
Fox Searchlight Pictures,1500000,Catherine Hardwicke,3099680,Evan Rachel Wood,9,Catherine Hardwicke,4599680
Media 8 Entertainment,4500000,Patty Jenkins,29969210,Charlize Theron,1,Patty Jenkins,34469210
Summit Entertainment,12600000,Rob Schmidt,2817771,Eliza Dushku,5,Alan B. McElroy,15417771
Twentieth Century Fox Film Corporation,40000000,Shawn Levy,98614544,Steve Martin,12,Frank B. Gilbreth Jr.,138614544
Warner Bros.,150000000,Lana Wachowski,131492479,Keanu Reeves,5,Lilly Wachowski,281492479
Walt Disney Pictures,20000000,Andrew Davis,47406573,Shia LaBeouf,4,Louis Sachar,67406573
Lakeshore Entertainment,22000000,Len Wiseman,29970690,Kate Beckinsale,9,Kevin Grevioux,51970690
Columbia Pictures Corporation,70000000,Tim Burton,-3742998,Ewan McGregor,1,Daniel Wallace,66257002
Marvel Enterprises,78000000,Mark Steven Johnson,-77568119,Ben Affleck,2,Mark Steven Johnson,431881
Warner Bros.,140000000,Edward Zwick,-28889425,Tom Cruise,12,John Logan,111110575
Paramount Pictures,35000000,Richard Linklater,46261177,Jack Black,10,Mike White,81261177
C-2 Pictures,200000000,Jonathan Mostow,-49628888,Arnold Schwarzenegger,7,James Cameron,150371112
Paramount Pictures,60000000,F. Gary Gray,46128601,Donald Sutherland,5,Troy Kennedy-Martin,106128601
Columbia Pictures Corporation,30000000,James Mangold,22159536,John Cusack,4,Michael Cooney,52159536
New Line Cinema,30000000,Ronny Yu,52622655,Robert Englund,8,Wes Craven,82622655
DreamWorks,24000000,Todd Phillips,51585093,Luke Wilson,2,Court Crandall,75585093
Universal Pictures,76000000,John Singleton,51154901,Paul Walker,6,Gary Scott Thompson,127154901
Warner Bros.,150000000,Lana Wachowski,-10686052,Keanu Reeves,11,Lilly Wachowski,139313948
Angry Films,78000000,Stephen Norrington,-11534796,Sean Connery,7,Alan Moore,66465204
Universal Pictures,100000000,P.J. Hogan,-51537392,Jeremy Sumpter,12,J.M. Barrie,48462608
Spectacle Entertainment Group,7000000,Rob Zombie,5634962,Sid Haig,4,Rob Zombie,12634962
Castle Rock Entertainment,68000000,Lawrence Kasdan,-34284564,Morgan Freeman,3,Stephen King,33715436
Paramount Pictures,95000000,Jan de Bont,-29339804,Angelina Jolie,7,Dean Georgaris,65660196
Miramax,79000000,Anthony Minghella,16636509,Jude Law,12,Charles Frazier,95636509
Spyglass Entertainment,81000000,Tom Shadyac,161829261,Jim Carrey,5,Steve Koren,242829261
Twentieth Century Fox Film Corporation,110000000,Bryan Singer,104949694,Patrick Stewart,5,Zak Penn,214949694
Twentieth Century Fox Film Corporation,150000000,Peter Weir,-56072080,Russell Crowe,11,Patrick O'Brian,93927920
Touchstone Pictures,22000000,Kevin Costner,36331254,Kevin Costner,8,Lauran Paine,58331254
Columbia Pictures Corporation,85000000,Peter Berg,-37273658,Dwayne Johnson,9,R.J. Stewart,47726342
New Line Cinema,33000000,Jon Favreau,140398518,Will Ferrell,11,David Berenbaum,173398518
Lynda Obst Productions,50000000,Donald Petrie,55813373,Kate Hudson,2,Michele Alexander,105813373
Universal Pictures,109000000,Bo Welch,-7850715,Mike Myers,11,Dr. Seuss,101149285
Casual Friday Productions,26000000,Mark Waters,84230332,Jamie Lee Curtis,8,Mary Rodgers,110230332
Columbia Pictures Corporation,120000000,McG,-19169889,Drew Barrymore,6,Ivan Goff,100830111
Columbia Pictures Corporation,130000000,Michael Bay,8608444,Will Smith,7,George Gallo,138608444
Universal Pictures,55000000,Jesse Dylan,49565114,Jason Biggs,8,Adam Herz,104565114
New Line Cinema,30000000,Tim McCanlies,11407470,Haley Joel Osment,9,Tim McCanlies,41407470
New Line Cinema,26000000,David R. Ellis,20961214,A.J. Cook,1,J. Mackye Gruber,46961214
This Is That Productions,20000000,Alejandro González Iñárritu,-3751299,Sean Penn,1,Guillermo Arriaga,16248701
Universal Pictures,50000000,Alan Parker,-30406260,Kevin Spacey,2,Charles Randolph,19593740
CJ Entertainment,2800000,Joon-ho Bong,-2785869,Kang-ho Song,5,Joon-ho Bong,14131
DreamWorks,15000000,Vadim Perelman,-1994515,Jennifer Connelly,1,Andre Dubus III,13005485
Walt Disney Pictures,17000000,Jim Fall,25672630,Hilary Duff,5,Susan Estelle Jansen,42672630
Columbia Pictures Corporation,29000000,Robert Rodriguez,27359780,Antonio Banderas,9,Robert Rodriguez,56359780
Paramount Pictures,60000000,Jon Amiel,-28813104,Aaron Eckhart,3,Cooper Layne,31186896
Dimension Films,48000000,David Zucker,62003217,Anna Faris,10,Craig Mazin,110003217
Revolution Studios,65000000,Mike Newell,-1139058,Julia Roberts,12,Lawrence Konner,63860942
Gray Daisy Films,10000000,Vincent Gallo,-9634266,Vincent Gallo,11,Vincent Gallo,365734
Revolution Studios,75000000,Peter Segal,60645823,Jack Nicholson,4,David Dorfman,135645823
Fox 2000 Pictures,35000000,Peyton Reed,-14701793,Ewan McGregor,5,Eve Ahlert,20298207
Miramax,30000000,Robert Benton,-24618773,Anthony Hopkins,10,Philip Roth,5381227
Plunge Pictures LLC,120000,Chris Kentis,30490863,Blanchard Ryan,8,Chris Kentis,30610863
Touchstone Pictures,18000000,Audrey Wells,25610723,Diane Lane,9,Frances Mayes,43610723
Cheyenne Enterprises,70000000,Antoine Fuqua,-26265124,Bruce Willis,3,Alex Lasker,43734876
Revolution Studios,75000000,Ron Shelton,-44986654,Harrison Ford,6,Robert Souza,30013346
Dimension Films,38000000,Robert Rodriguez,73761982,Daryl Sabara,7,Robert Rodriguez,111761982
DreamWorks,60000000,Patrick Gilmore,-33516548,Brad Pitt,7,John Logan,26483452
Warner Bros.,20000000,Dennie Gordon,15990505,Amanda Bynes,4,William Douglas-Home,35990505
Revolution Studios,60000000,Ron Howard,-33099664,Tommy Lee Jones,11,Thomas Eidson,26900336
Columbia Pictures Corporation,80000000,Nancy Meyers,44728738,Jack Nicholson,12,Nancy Meyers,124728738
Columbia Pictures Corporation,40000000,Mathieu Kassovitz,19694580,Halle Berry,11,Sebastian Gutierrez,59694580
Columbia Pictures Corporation,80000000,Clark Johnson,36934650,Samuel L. Jackson,8,Robert Hamner,116934650
Universal Pictures,35000000,Peter Howitt,-6917634,Rowan Atkinson,7,Neal Purvis,28082366
Metro-Goldwyn-Mayer (MGM),26000000,Harald Zwart,21811138,Frankie Muniz,3,Ashley Miller,47811138
Walt Disney Pictures,90000000,Rob Minkoff,-14152734,Eddie Murphy,11,David Berenbaum,75847266
Phoenix Pictures,50000000,John McTiernan,-23463880,John Travolta,3,James Vanderbilt,26536120
Columbia Pictures Corporation,23000000,Terry Zwigoff,37060328,Billy Bob Thornton,11,Glenn Ficarra,60060328
Miramax,30000000,Bruno Barreto,-14410542,Gwyneth Paltrow,3,Eric Wald,15589458
Paramount Pictures,60000000,John Woo,-6209549,Ben Affleck,12,Philip K. Dick,53790451
Warner Bros.,62000000,Ridley Scott,-25093540,Nicolas Cage,9,Eric Garcia,36906460
Revolution Studios,60000000,Steve Carr,44297061,Eddie Murphy,5,Geoff Rodkey,104297061
Touchstone Pictures,46000000,Roger Donaldson,6802140,Al Pacino,1,Roger Towne,52802140
HBO Films,3000000,Gus Van Sant,-1773000,Elias McConnell,11,Gus Van Sant,1227000
Walt Disney Feature Animation Florida,128000000,Aaron Blaise,-42663723,Joaquin Phoenix,10,Tab Murphy,85336277
DIA Productions GmbH & Co. KG,36000000,F. Gary Gray,-9816803,Vin Diesel,4,Christian Gudegast,26183197
Warner Bros.,16000000,John Whitesell,18308901,Jamie Kennedy,4,Fax Bahr,34308901
Touchstone Pictures,33000000,Adam Shankman,99716677,Steve Martin,3,Jason Filardi,132716677
Mandalay Pictures,35000000,Martin Campbell,-30573703,Clive Owen,10,Caspian Tredwell-Owen,4426297
Paramount Pictures,80000000,Richard Donner,-60518057,Paul Walker,11,Michael Crichton,19481943
Warner Bros.,80000000,Joe Dante,-59008636,Brendan Fraser,11,Larry Doyle,20991364
Metro-Goldwyn-Mayer (MGM),50000000,Carl Franklin,-9094723,Denzel Washington,10,David Collard,40905277
Lions Gate Films,5000000,James Cox,-3943898,Val Kilmer,10,James Cox,1056102
Regency Enterprises,60000000,Gary Fleder,-10556372,John Cusack,10,John Grisham,49443628
Twentieth Century Fox Film Corporation,55000000,Bobby Farrelly,-21167259,Matt Damon,12,Charles B. Wessler,33832741
Castle Rock Entertainment,60000000,David McNally,6934963,Anthony Anderson,1,Steve Bing,66934963
Universal Pictures,60000000,Joel Coen,-24672372,George Clooney,10,Robert Ramsey,35327628
Revolution Studios,11000000,Jonathan Liebesman,21551396,Chaney Kley,1,Joe Harris,32551396
Universal Pictures,18000000,Bille Woodruff,12222640,Jessica Alba,12,Alonzo Brown,30222640
Revolution Studios,54000000,Martin Brest,-47931265,Ben Affleck,8,Martin Brest,6068735
Pathe Productions,12000000,Jane Campion,-7249398,Meg Ryan,10,Jane Campion,4750602
Twentieth Century Fox Film Corporation,38000000,Brian Helgeland,-30340253,Heath Ledger,9,Brian Helgeland,7659747
Lakeshore Entertainment,55000000,William Friedkin,-20761389,Tommy Lee Jones,3,David Griffiths,34238611
New Line Cinema,19000000,Troy Miller,7276465,Derek Richardson,6,Peter Farrelly,26276465
Twentieth Century Fox Film Corporation,18000000,Shawn Levy,38127162,Ashton Kutcher,1,Sam Harper,56127162
Touchstone Pictures,50000000,David Dobkin,10476872,Jackie Chan,2,Alfred Gough,60476872
Metro-Goldwyn-Mayer (MGM),45000000,Charles Herman-Wurmfeld,45186328,Reese Witherspoon,7,Amanda Brown,90186328
Universal Pictures,87000000,Gary Ross,33277854,Tobey Maguire,7,Laura Hillenbrand,120277854
Metro-Goldwyn-Mayer (MGM),20000000,Boaz Yakin,16922190,Brittany Murphy,8,Julia Dahl,36922190
SenArt Films,500000,Tom McCarthy,5239376,Peter Dinklage,12,Tom McCarthy,5739376
Boll Kino Beteiligungs GmbH & Co. KG,7000000,Uwe Boll,3249719,Jonathan Cherry,10,Mark A. Altman,10249719
Warner Bros.,30000000,Andrzej Bartkowiak,4604054,Jet Li,2,John O'Brien,34604054
Revolution Studios,35000000,Michael Tollin,17277485,Cuba Gooding Jr.,10,Mike Rich,52277485
Emperor Multimedia Group (EMG),41000000,Gordon Chan,-18891023,Jackie Chan,8,Alfred Cheung,22108977
Turner Pictures (I),56000000,Ron Maxwell,-43129431,Stephen Lang,2,Jeff Shaara,12870569
Lions Gate Films,6000000,Billy Ray,-3779992,Hayden Christensen,11,Buzz Bissinger,2220008
Metro-Goldwyn-Mayer (MGM),20000000,Chris Koch,-4591178,Jason Lee,1,Greg Glienna,15408822
New Line Cinema,22000000,Glen Morgan,-15113911,Crispin Glover,3,Glen Morgan,6886089
19 Entertainment,12000000,Robert Iscove,-7077834,Kelly Clarkson,6,Kim Fuller,4922166
World of Wonder,5000000,Fenton Bailey,-4271747,Macaulay Culkin,10,Fenton Bailey,728253
DreamWorks,18000000,Woody Allen,-14796956,Woody Allen,9,Woody Allen,3203044
Metro-Goldwyn-Mayer (MGM),52000000,Paul Hunter,-28979512,Yun-Fat Chow,4,Ethan Reiff,23020488
Franchise Pictures,40000000,Andrew Fleming,-19559373,Albert Brooks,5,Andrew Bergman,20440627
Klasky-Csupo,25000000,John Eng,14399750,Jodi Carlisle,6,Kate Boutilier,39399750
DreamWorks,35200000,Chris Rock,2588228,Chris Rock,3,Chris Rock,37788228
Les Armateurs,9500000,Sylvain Chomet,-2497745,Michèle Caucheteux,2,Sylvain Chomet,7002255
Paramount Pictures,17000000,Sam Weisman,5734486,David Spade,9,Fred Wolf,22734486
Jasmine Productions Inc.,2500000,David Gordon Green,-1951288,Zooey Deschanel,8,David Gordon Green,548712
Miramax,40000000,Danny DeVito,-30307865,Ben Stiller,9,Larry Doyle,9692135
Go Films,780000,Ryan Little,530470,Corbin Allred,3,Geoffrey Panos,1310470
Touchstone Pictures,10000000,Nigel Cole,21041759,Helen Mirren,1,Juliette Towhidi,31041759
British Broadcasting Corporation (BBC),8000000,Tim Fywell,-6825861,Romola Garai,8,Dodie Smith,1174139
Lions Gate Films,15000000,James Foley,-2787583,Edward Burns,4,Doug Jung,12212417
ContentFilm,3200000,Wayne Kramer,5043880,William H. Macy,1,Frank Hannah,8243880
Touchstone Pictures,17000000,Joel Schumacher,-15428496,Cate Blanchett,10,Carol Doyle,1571504
Mepris Films,4000000,Neil LaBute,-3267759,Paul Rudd,5,Neil LaBute,732241
United Artists,300000,Peter Hedges,2228664,Katie Holmes,11,Peter Hedges,2528664
Funny Boy Films,850000,C. Jay Cox,-30061,Wes Ramsey,7,C. Jay Cox,819939
Dimension Films,14000000,David Zucker,1550605,Ashton Kutcher,8,David Dorfman,15550605
Focus Features,16000000,Clare Kilner,-1891482,Mandy Moore,7,Sarah Dessen,14108518
Disney Television Animation,20000000,Steve Trenbirth,27887943,John Goodman,2,Karl Geurs,47887943
Icon Productions,8000000,Keith Gordon,-7663544,Robert Downey Jr.,11,Dennis Potter,336456
Metro-Goldwyn-Mayer (MGM),17000000,John Hoffman,20566230,Liam Aiken,10,Zeke Richardson,37566230
Paramount Pictures,15000000,Jonathan Lynn,15238577,Cuba Gooding Jr.,9,Elizabeth Hunter,30238577
Brown Sauce Film Productions,5000000,John Crowley,-4103007,Cillian Murphy,4,Mark O'Rowe,896993
British Broadcasting Corporation (BBC),7500000,Michael Winterbottom,-7302852,Tim Robbins,9,Frank Cottrell Boyce,197148
Cobalt Media Group,6800000,Damian Nieman,-6766775,Joe Nicolo,5,Damian Nieman,33225
Sony Pictures Classics,15000000,Robert Altman,-12718415,Neve Campbell,5,Neve Campbell,2281585
Epsilon Motion Pictures,30000000,Rob Reiner,-15791616,Luke Wilson,6,Jeremy Leven,14208384
Australian Film Finance Corporation (AFFC),5740000,Sue Brooks,-5092946,Toni Collette,9,Alison Tilson,647054
ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),15000000,Bronwen Hughes,-14980933,Thomas Jane,10,Bima Stagg,19067
Alliance Atlantis Communications,10000000,Richard Kwietniowski,-8988946,Philip Seymour Hoffman,9,Gary Stephen Ross,1011054
